,domain,phylum,class,order,family,genus,species,confidence
5601f094afc823d75ccb34440645a99e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.9605329242400406
c66348656c079cbbc916b2c2832f311b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,,0.999999988373972
d37b36cd780fdec9627c298370571ed5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.9967161672244228
190dfe815683ee977e120d35b3c83b7e,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,,0.9999999853242232
d3f59bdb915bb43f2ecd96ad9296ae92,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,0.999462933582567
e2cbf79a06f1221cf49d1bef8e5db9cd,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,0.9998438003923394
e2f6c7b758ac2c0476a7e31787dbba84,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,0.9978176306047852
b61a4c5ec96e7276004c81cc845e2fec,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella,sphenisci,0.9996421842371832
50feebeace77894a50a224bf001c3502,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,ignava,0.9999931908488452
fc1f49989e78fa71bc6404ff2a148576,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9996521356614868
c57b70d65a63c4bf9f12c179c2416839,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9994054627806672
3a31937521e389cbdf89ca01039e5ec3,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9999426202925252
3111520c8424a2a5bdd46558ae7650e8,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9181455125190292
33176e81f3e7ef2b9de1b783ff1ca33c,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.8286979633473376
32875774cffdc8c820f91d8e86f9a0e6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.9988608630198946
052128d7d424728578efe7852b0afd0d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.999014282705014
0b0a240a7ae19f3560d04427d753b603,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],,,0.9588224523678084
a80183c045cf890899121db3bbcbd39d,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9998404920669296
5af6e343611d715985e35e7a3e5671cb,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.7585739682474612
459244e45f29ce28991de0114a16f9fa,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Mogibacterium,,0.9999979703620588
12ed71ced0f4e45c0aa5b37144e6f84b,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Mogibacterium,,0.999999447263388
6d7d9658988c6e2b5e45ea087f1b9155,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Mogibacterium,,0.9999942035216828
a03aa6a23dc8f296567452ec2242a5fd,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,,0.9999991416197936
6de4955c509e8f32f905760cad0beeae,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,,0.9997125960740032
e77bac543df42865af751a32a2942fdb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9768680687141538
30faafef155964edd9db9374f36c45bf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.997655940642563
7f2aa6f3481a4039dcc8d1b8be32beb7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,orale,0.9999759811599824
5546d0fe4a512f96a6d73509a1ec6e55,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,,0.9998966965978888
0dcaf9358eddf685864afb883cdf2363,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,,0.9998493239437592
77a517253ff10afeb78a37bc13d649a0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.989466604495309
9c6b4f83513e63a49ce33a8aeb1813ad,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.964771627749768
491ef1635067f62c395bdffd58966092,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.7504045554213459
67f9c74eeea5a4609bd1d2fab66ad3cc,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.7635517836298551
69e4868406c82bdfd67d2b449ca9f1d8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,,0.9999999985845278
b815913c61abb4a540babe5c3fae17e7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta,0.9997589732827966
74c2326ccd0bc2bd9e0f23f15b79ea16,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta,0.9996334650092942
1e00822422afb942c9955cd450385a8b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,0.895713035163111
9f1913b781d2cde1c8a4c57b7dc2ab83,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0.9993018984821568
2514cdaab96a1a42cf15506f2ecf6439,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0.9996481799745336
498ae808db957a63e20e836e1bf77f54,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0.9991700099934648
5decdad9c550489629ce441d32a69a1c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,producta,0.9558362738133864
bb370945a6777f712cfd963c55f2ff54,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,obeum,0.9990566640299132
5437cb1c86c72638cbbc12896f88d1b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,lactaris,0.9820458969487338
dd9d9aad1de9345686f5cc614c5616db,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9670073167556568
04fd81a94c775a5906f2d92cf0548e4d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0.9995764571832396
393e6e2cbe258ed27a4ca0a2ee0d2cdc,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9965485106324348
2ce0fa88ec7cfdda2eeb0698cdad47e8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,0.9446309030140122
6b4a0a64da52980e7a1b1a770978bb88,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9848758644481458
55937e5781c91185e27a91216008e4ca,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8220250389605581
54b4964000ad1631e547c46a828ed1a0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8280990072104134
a4c08e2c3a34038ea877b16d01736837,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,clostridioforme,0.9937531491387118
3add7df323955b22d1cea664ef38165d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9621667017815247
ed950935b660fb10449d5f229dc13fb9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8541197055876772
3b65e1db6742cc44493248fff266f564,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9845859812892208
ae881162d813e498f40bf33b8e42d54a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,longicatena,0.7364396564540229
868a4fe285b85fa1b8eb40071d5397be,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,lavalense,0.9869616309556726
51b573b10d63a2cbe455deeef5bae002,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9619617774503983
831514b8b3617bed49e2a4bd9d3d6268,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9006068942640013
b00d44992702bd3743d7f353638d42f9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,,0.999718659424818
919764896275058362e55f0849d2b38b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.995573405097276
26f1b1ff96f049f0e354df4c3d85efb0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,,0.8482937606894879
fb4f7d9d3f91ac2f22a542fbd13019c1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0.7496031538937342
91d0b3b7c0329b9a164b6e04a181f1d6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9886251120133352
5df503c1ddf8f3f4ac9e49e983e3d7fd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.7157499721041584
02878fe3ccc81d4c884ca5574178d6a0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.7900912255025628
f91c81859bf6eede55eef9c915dd8bab,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9980466520811128
ff3df50eea7490dd794148649c480fd3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9920784845654512
99f9d85c50cec960adab2a3f0f401371,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9828604939731596
c04b03fdea7f81c8c52fc540c50a24a4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9972779941800404
3597a2689efaf5525ce460494a8ac383,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9954388844987456
8163d49042bbad8871a7aab8527c9a97,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,0.9987389533188228
5c541619c0a084c6609e071895d9de55,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.992411195285298
124e839582c0a3329101182cb28619a8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.951135775205118
f908d554fc6eeb9fef7a7028fa791475,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.7504195459216854
f9c63350a2cdcada4a0be946f4e0025a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9907000604550196
d51cd90e95b57acb614698dc580759fb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,symbiosum,0.999239008530451
136e9f5aa470119165e59d202fdb318c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9933537477009134
d3e265209c342d15d93a910e38ad9be2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9599793515851373
66a605fcdaa020dbdd6136f241ea79d9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.989866499367414
b383ade799e9c83c649cec37705a251d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9875511623969692
41fedaa9200e2933821f84ecdc0b0772,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.99987229846345
f32674aec6d3fa6a7aa2323cb35699fc,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.8789495494054294
3677e15d86603bf0a6bb50f8b010afe7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,hathewayi,0.9985114160995656
2e55763e77234a7bfc3a311067a0c7e1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8812793570756104
823698689031b0b9c2c5152f92ffc70f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8294125164185214
edacf632dcadc21c328669befafe2af6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,catus,0.9997468998102608
48a6cea7eaf29dcb52dc2985933f4249,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.8333643628439601
f95cdb71258ef6cc222c673ea4546caf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.904684159506732
956d0a6f5a8e1d2fbb39df909cc14894,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.7570480232547142
cbb7ea319a7633cf0917c6e5cde0e923,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.8078016636207281
90b16eca6a6edc00f49dfb5f72be8b61,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.9999958120369868
81e706ae981fcbfceea2ac547fdd7f26,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9966132211949116
8f0a7d866b4e5ebf1e34d0a44eb950a4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.901221124952426
2b427cf77172293239bc1c1cdb32ace4,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,0.9999299110533983
e3d37109be4a17d8437f6fcb6072982d,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9949973847343092
47fe572ed6a6b1d5f4a60a3884ec72e1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,,0.9835447691987044
80b9cf8b7fde7d45e0bc84a9cf9ddd56,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.9856990362517186
20fb19136419ba2826c941aa152fa0eb,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,,0.999998711178896
0effb4592c11dcdd619141df770563e1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,occulta,0.9776966383478262
93a769a6b67e5f358eb9ad0e03c53ec3,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,,0.9996574407524144
502b6544978890cda2ece2d14bfdba01,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.8583073351476109
42872dc875fef6070dfa78984184c096,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9999947635467205
ce1d8d111ba2aaec28d68a04e483bf3f,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9999811944182128
bc15061b61cf6b5002c58284591f97d4,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9998404528848736
167baae5fe04a754df7eb073c07adaa7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,0.9836865637813524
e03d5567ab978eb82490f359c51912b1,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.9999695561477542
b387961d274808e3ffed8c1594f4cd1c,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,0.9999131362964296
9f816758294dec368624eabd3595ec6f,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9973194010569524
101968ec709b68fcd964a68ff226dcd1,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,TG5,,0.9999999772691696
51588a76b68ff3041e8b272256df5ae2,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,TG5,,0.9999999969090538
34f493c9b3b75210406fecac2dba0f22,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,,0.998153756107296
aa24dbd408e5d69c6b0d62846145a244,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.9999993055936892
a70441600c181b747a763ce5a7414a3f,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.99999967415874
5ce3a51e54f30fa53b1e56dc64d11340,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9508553038554032
9590aed21545774c71a124f2b5200691,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,,0.999999843417468
7fee9350277038eef98dee70b4190563,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9999999966146697
1c7d1f74c2c43b872972f974eb196915,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,hiranonis,0.9924997813550712
0741ae033054073fece98b9948ec4387,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9999999980265106
6ffdeb862aed8aedda8a8624fa960c57,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,,0.9987250518216972
ad41fe8f8be5b01c96549309937e3b14,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.999999999566768
1ea96d595539133266a3dbd49daac1e4,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.99999999943293
37c7d17f9e371c1e11a0e22b1ce15ab0,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,,0.9999999452815176
fc8f87209db793f740eea731e64f0b2a,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,,0.9984909714158866
95b94ac4c1c3e18210f501268e56e50e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,,0.9989836564787892
4ea8ed64f727e17c2ecf3616119876eb,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,vaccae,0.8183145013413736
7ee56e891d069e18c3c8eb866924a26c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,,0.9983271565398558
1830c14ead81ad012f1db0e12f8ab6a4,Bacteria,TM7,TM7-3,,,,,0.9986270427103964
4fdf8dcd9451f5742982d716fa9f0536,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,,0.9873860358115736
ab4ef4399912b0507d8d1187e874684d,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava,0.7553943895448912
f78c2a4fb584f61fc0fbd75c2cc22a99,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,0.7794392360622018
39b5567d2d979a9172c02435a5ede59d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.8897247183012079
01b99cb344ed2530f7d80897ffe257a9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,0.7779641429107258
b1413b635612c7db2c140bc671789ec7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,0.7508422643745499
c1dedbc2ee20ed310022b9a1976d56c4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,,0.856534475822946
4cecaa1cfabe89a905940ae23dd94a64,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9435523777287506
e22afe3cb91239d19aeb01ba79015173,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9563924251774976
d1c7ee5172f16dda522e46aaa4e5fa79,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus,0.7758604936407059
5e76bbf2de9c36c591f8aab3784ffd1b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9999940388145466
9548347b69043c274ff7a1ce599a69ef,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,0.9978623964984464
3bf2fc236887eda11c969b84d30f9fbf,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9598437695443728
7456c5136c45202afcf8000e2a8a01c5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,0.8188276505861528
480b52afa972e6deb75357ec39db1998,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,,0.966693960208754
5e793ed595a0793ab477b17e78421bc5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9992952068476484
3253177a44672689e4e154e842d63e35,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,0.9700657405845712
4075a90811bf9c19f02f5aa2ece6da37,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum,0.9345893752750488
3a1c2d5547ddb7f76306a042f8bef6a4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,0.9999869696031328
2cec2792e54f61e12e1a0b2507826118,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,0.9999590661272034
47be834b0f9232d552e00a36fb3c626b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9999998469581888
3b0e180ea70b1a946a6214eacb539c97,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,faecalis,0.9861500458442256
4b13979d719e78a50cb0eac34d72dec1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,,0.7639379513679834
3ef461f213bfc675ddf0b1bfeef2dc52,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,0.971651090272792
251eb140eb9387372897c5f7db6f954c,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,0.9999968002392056
0e5df3d01cc073e3c9674c2534169f03,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,,0.911806351710196
68c05655a58355526692d3a1f0968aff,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,,0.7222994430157574
5cb28bd0b2eea6847a6328712217c141,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,,0.999736569008002
b685f8246fb6fad0fd91574c444b8f51,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9970692600483142
ed75725613954c459019eec50b431f9f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.746807213942815
2f09559bc1ffcc3ea06ae2766194920b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,,,0.9773546221837086
ab402c6b9fa511b0aa2f968cddc364eb,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,,0.994308430401652
6fea6a26dbc4de9558be63f26f07f7fa,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,,0.999939079005322
2de266b1ffa8e9ec6383c98096caf8f0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,,0.9963830621680568
d30b3fb9c1dc7d9f0d4bd6ce8e975238,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,,0.999941748927942
f306a3c555687b1dc2c61372504fbbea,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Frigoribacterium,,0.8886108547118856
bfbf3b84b315e741c4345ebb43e2b9cc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,aggregatus,0.912834542437448
e7a3af060bcc6686986ddfdf5536fac8,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,durum,0.999641238400328
e581d288eadb8d4527694b6fe7aa5df4,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,,0.999999395870899
fe30ff0f71a38a39cf1717ec2be3a2fc,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,0.982862845080784
685ea779ee012329ec2a171f1823f8a8,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,,0.9999402408429022
07b2b1c3771f46d82c90b20a79fb3d04,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,,0.938978342667422
41735c13fb7f63db49b10fba5d959ce3,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,0.993640925704272
4132561a08d25757e4bee9f73ec4a70a,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,oralis,0.8701987978241349
903752a32299a5fac9505d192dc16466,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,0.9766803560566104
f99678fdc17d27a97c79faac3f2980a4,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,,0.9995177161347498
f094a383692eb30761eb3d5c93240236,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,,0.9823002785698416
b428acd97e6af974db1b053a2bc2b5c8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9434016576629372
a54095a893fd5abc045d162bbe20644a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9692963884050496
538c01338d48c71522ac629b17a01c9d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,,0.9684043497715666
af12fc27ee17864717830cafd06453cd,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,formigenes,0.9119029185351328
4516f28133b919f8d8039ece23d8dd2e,Bacteria,Proteobacteria,Betaproteobacteria,,,,,0.9999766147606232
8c12a12aedcd680ab7e259bfd627ff9a,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,,0.9993076524724652
41c686088d124f17c99dcf9bf3acf9d5,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis,0.9930943923609492
f352c1f1efecf483511c2270aabd0ae6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9879956382116388
e3f051168532c89bf76e329c715c35f5,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Petrobacter,succinatimandens,0.9366697968009576
44f993a57b632b8fde0c34ed075e1d66,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,,0.9999999085592932
43e4b46e2ba2455e3974874722cbd75a,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,0.9997736076800524
5d4a0085030ee808369a8f29be41e0d2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,0.9999900659110528
da247df6fe91b74bf38d3ecc1c05b4b0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,,0.9955744897477244
a049763053c277b16c2a318f41eb23b4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9942388379586125
e7e23553bcb3b809fe953ff90c99da54,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,,0.9998434637976834
